Ethnicity,Gender,Derived Residency,College,Headcounts,Academic_Yr,('Admitted')
African American,Male,CA Resident,Clg of Natural Resources,3,2010-11,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,2,2011-12,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,3,2012-13,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,8,2013-14,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,4,2014-15,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,7,2015-16,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,12,2016-17,(Admitted)
African American,Male,CA Resident,Clg of Natural Resources,0,2017-18,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,1996-97,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,1997-98,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,1998-99,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2000-01,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2001-02,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2002-03,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2003-04,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2004-05,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2005-06,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2006-07,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2007-08,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2008-09,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,2,2009-10,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2010-11,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2011-12,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2012-13,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,,2013-14,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2014-15,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,3,2015-16,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,1,2016-17,(Admitted)
African American,Male,Out of State Domestic,Clg of Chemistry,0,2017-18,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,2,1996-97,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,2,1997-98,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,,1998-99,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,3,1999-00,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,,2000-01,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,,2001-02,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,1,2002-03,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,2,2003-04,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,1,2004-05,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,1,2005-06,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,1,2006-07,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,1,2007-08,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,,2008-09,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,2,2009-10,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,2,2010-11,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,8,2011-12,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,3,2012-13,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,9,2013-14,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,5,2014-15,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,5,2015-16,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,6,2016-17,(Admitted)
African American,Male,Out of State Domestic,Clg of Engineering,0,2017-18,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,1996-97,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,1997-98,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,1998-99,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,1999-00,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2000-01,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,2,2001-02,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,2002-03,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,2003-04,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,2004-05,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,2005-06,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,1,2006-07,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2007-08,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2008-09,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2010-11,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2011-12,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2012-13,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,2,2013-14,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2014-15,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,,2015-16,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,2,2016-17,(Admitted)
African American,Male,Out of State Domestic,Clg of Environmental Design,0,2017-18,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,4,1996-97,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,4,1997-98,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,6,1998-99,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,8,1999-00,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,8,2000-01,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,7,2001-02,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,2,2002-03,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,8,2003-04,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,7,2004-05,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,7,2005-06,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,6,2006-07,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,7,2007-08,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,7,2008-09,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,13,2009-10,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,17,2010-11,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,19,2011-12,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,26,2012-13,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,26,2013-14,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,28,2014-15,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,32,2015-16,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,29,2016-17,(Admitted)
African American,Male,Out of State Domestic,Clg of Letters & Science,0,2017-18,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,2,1999-00,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2001-02,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2002-03,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2003-04,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2005-06,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,1,2006-07,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2007-08,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2008-09,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2009-10,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2010-11,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2011-12,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,1,2012-13,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,2,2013-14,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,1,2014-15,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,,2015-16,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,1,2016-17,(Admitted)
African American,Male,Out of State Domestic,Clg of Natural Resources,0,2017-18,(Admitted)
African American,Male,Unknown,Clg of Letters & Science,1,2016-17,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2006-07,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2008-09,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2010-11,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2013-14,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2014-15,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,,2015-16,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,1,2016-17,(Admitted)
Asian,Decline to State,CA Resident,Clg of Chemistry,0,2017-18,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,1,1998-99,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2000-01,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2007-08,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2008-09,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2010-11,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2011-12,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2012-13,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2013-14,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,,2014-15,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,1,2015-16,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,1,2016-17,(Admitted)
Asian,Decline to State,CA Resident,Clg of Engineering,0,2017-18,(Admitted)
Asian,Decline to State,CA Resident,Clg of Environmental Design,,2012-13,(Admitted)
Asian,Decline to State,CA Resident,Clg of Environmental Design,,2015-16,(Admitted)
Asian,Decline to State,CA Resident,Clg of Environmental Design,2,2016-17,(Admitted)
Asian,Decline to State,CA Resident,Clg of Environmental Design,0,2017-18,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,8,1998-99,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,1999-00,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2000-01,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,2,2001-02,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,2,2002-03,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2003-04,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2004-05,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2005-06,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2006-07,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2007-08,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2008-09,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2009-10,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2010-11,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,1,2011-12,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,3,2012-13,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,,2013-14,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,4,2014-15,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,5,2015-16,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,19,2016-17,(Admitted)
Asian,Decline to State,CA Resident,Clg of Letters & Science,0,2017-18,(Admitted)
Asian,Decline to State,CA Resident,Clg of Natural Resources,,2004-05,(Admitted)
Asian,Decline to State,CA Resident,Clg of Natural Resources,,2008-09,(Admitted)
Asian,Decline to State,CA Resident,Clg of Natural Resources,,2009-10,(Admitted)
